Pincode,Prefr,ABFL,Hero Fincorp,Poonwalla Stpl
209209,Yes,Yes,No,Yes
209202,Yes,Yes,No,Yes
209311,Yes,Yes,No,Yes
209208,Yes,Yes,No,Yes
209204,Yes,Yes,No,Yes
209101,Yes,Yes,No,Yes
673316,Yes,Yes,No,Yes
673312,Yes,Yes,No,Yes
670741,Yes,Yes,No,Yes
670702,Yes,Yes,No,Yes
670701,Yes,Yes,No,Yes
670694,Yes,Yes,No,Yes
670692,Yes,Yes,No,Yes
670691,Yes,Yes,No,Yes
670676,Yes,Yes,No,Yes
670675,Yes,Yes,No,Yes
670671,Yes,Yes,No,Yes
670663,Yes,Yes,No,Yes
670662,Yes,Yes,No,Yes
670661,Yes,Yes,No,Yes
670643,Yes,Yes,No,Yes
670642,Yes,Yes,No,Yes
670641,Yes,Yes,No,Yes
670631,Yes,Yes,No,Yes
670622,Yes,Yes,No,Yes
670621,Yes,Yes,No,Yes
670613,Yes,Yes,No,Yes
670612,Yes,Yes,No,Yes
670611,Yes,Yes,No,Yes
670604,Yes,Yes,No,Yes
670602,Yes,Yes,No,Yes
670601,Yes,Yes,No,Yes
670595,Yes,Yes,No,Yes
670594,Yes,Yes,No,Yes
670593,Yes,Yes,No,Yes
670592,Yes,Yes,No,Yes
670591,Yes,Yes,No,Yes
670581,Yes,Yes,No,Yes
670567,Yes,Yes,No,Yes
670563,Yes,Yes,No,Yes
670562,Yes,Yes,No,Yes
670561,Yes,Yes,No,Yes
670503,Yes,Yes,No,Yes
670502,Yes,Yes,No,Yes
670501,Yes,Yes,No,Yes
670334,Yes,Yes,No,Yes
670331,Yes,Yes,No,Yes
670327,Yes,Yes,No,Yes
670325,Yes,Yes,No,Yes
670309,Yes,Yes,No,Yes
670308,Yes,Yes,No,Yes
670305,Yes,Yes,No,Yes
670304,Yes,Yes,No,Yes
670303,Yes,Yes,No,Yes
670302,Yes,Yes,No,Yes
670301,Yes,Yes,No,Yes
670143,Yes,Yes,No,Yes
670142,Yes,Yes,No,Yes
670141,Yes,Yes,No,Yes
670107,Yes,Yes,No,Yes
670106,Yes,Yes,No,Yes
670105,Yes,Yes,No,Yes
670104,Yes,Yes,No,Yes
686544,Yes,Yes,No,Yes
686520,Yes,Yes,No,Yes
686519,Yes,Yes,No,Yes
686507,Yes,Yes,No,Yes
686522,Yes,Yes,No,Yes
686518,Yes,Yes,No,Yes
686512,Yes,Yes,No,Yes
686509,Yes,Yes,No,Yes
686508,Yes,Yes,No,Yes
686506,Yes,Yes,No,Yes
176217,Yes,Yes,No,Yes
176201,Yes,Yes,No,Yes
176061,Yes,Yes,No,Yes
631502,Yes,Yes,No,Yes
603403,Yes,Yes,No,Yes
389330,Yes,Yes,No,Yes
413507,Yes,Yes,No,Yes
133302,Yes,Yes,No,Yes
361162,Yes,Yes,No,Yes
585325,Yes,Yes,No,Yes
585320,Yes,Yes,No,Yes
585312,Yes,Yes,No,Yes
585292,Yes,Yes,No,Yes
585217,Yes,Yes,No,Yes
533005,Yes,Yes,No,Yes
533002,Yes,Yes,No,Yes
533444,Yes,Yes,No,Yes
533408,Yes,Yes,No,Yes
136044,Yes,Yes,No,Yes
136043,Yes,Yes,No,Yes
136042,Yes,Yes,No,Yes
136035,Yes,Yes,No,Yes
136034,Yes,Yes,No,Yes
136033,Yes,Yes,No,Yes
136027,Yes,Yes,No,Yes
136020,Yes,Yes,No,Yes
136026,Yes,Yes,No,Yes
515591,Yes,Yes,No,Yes
370110,Yes,Yes,No,Yes
370610,Yes,Yes,No,Yes
370435,Yes,Yes,No,Yes
370430,Yes,Yes,No,Yes
370415,Yes,Yes,No,Yes
370410,Yes,Yes,No,Yes
370405,Yes,Yes,No,Yes
370210,Yes,Yes,No,Yes
370105,Yes,Yes,No,Yes
370030,Yes,Yes,No,Yes
370015,Yes,Yes,No,Yes
571812,Yes,Yes,No,Yes
571605,Yes,Yes,No,Yes
362215,Yes,Yes,No,Yes
362110,Yes,Yes,No,Yes
126113,Yes,Yes,No,Yes
126101,Yes,Yes,No,Yes
126115,Yes,Yes,No,Yes
126112,Yes,Yes,No,Yes
126111,Yes,Yes,No,Yes
126110,Yes,Yes,No,Yes
284001,Yes,Yes,No,Yes
284303,Yes,Yes,No,Yes
284301,Yes,Yes,No,Yes
284205,Yes,Yes,No,Yes
284127,Yes,Yes,No,Yes
284120,Yes,Yes,No,Yes
284003,Yes,Yes,No,Yes
284002,Yes,Yes,No,Yes
326038,Yes,Yes,No,Yes
124507,Yes,Yes,No,Yes
124201,Yes,Yes,No,Yes
124142,Yes,Yes,No,Yes
124109,Yes,Yes,No,Yes
124107,Yes,Yes,No,Yes
124106,Yes,Yes,No,Yes
124102,Yes,Yes,No,Yes
124505,Yes,Yes,No,Yes
124202,Yes,Yes,No,Yes
124146,Yes,Yes,No,Yes
124108,Yes,Yes,No,Yes
124105,Yes,Yes,No,Yes
124104,Yes,Yes,No,Yes
457770,Yes,Yes,No,Yes
585310,Yes,Yes,No,Yes
804407,Yes,Yes,No,Yes
416404,Yes,Yes,No,Yes
534447,Yes,Yes,No,Yes
832106,Yes,Yes,No,Yes
361170,Yes,Yes,No,Yes
361240,Yes,Yes,No,Yes
361230,Yes,Yes,No,Yes
361142,Yes,Yes,No,Yes
361009,Yes,Yes,No,Yes
360520,Yes,Yes,No,Yes
361220,Yes,Yes,No,Yes
361210,Yes,Yes,No,Yes
363655,Yes,Yes,No,Yes
361011,Yes,Yes,No,Yes
736208,Yes,Yes,No,Yes
736123,Yes,Yes,No,Yes
736122,Yes,Yes,No,Yes
736121,Yes,Yes,No,Yes
735229,Yes,Yes,No,Yes
735222,Yes,Yes,No,Yes
735221,Yes,Yes,No,Yes
735218,Yes,Yes,No,Yes
735133,Yes,Yes,No,Yes
735132,Yes,Yes,No,Yes
735102,Yes,Yes,No,Yes
735101,Yes,Yes,No,Yes
734501,Yes,Yes,No,Yes
734015,Yes,Yes,No,Yes
734007,Yes,Yes,No,Yes
343025,Yes,Yes,No,Yes
343001,Yes,Yes,No,Yes
307029,Yes,Yes,No,Yes
431501,Yes,Yes,No,Yes
431212,Yes,Yes,No,Yes
431211,Yes,Yes,No,Yes
431209,Yes,Yes,No,Yes
431208,Yes,Yes,No,Yes
431207,Yes,Yes,No,Yes
431206,Yes,Yes,No,Yes
431512,Yes,Yes,No,Yes
431504,Yes,Yes,No,Yes
431204,Yes,Yes,No,Yes
424119,Yes,Yes,No,Yes
144801,Yes,Yes,No,Yes
144303,Yes,Yes,No,Yes
144201,Yes,Yes,No,Yes
144106,Yes,Yes,No,Yes
144103,Yes,Yes,No,Yes
144102,Yes,Yes,No,Yes
144633,Yes,Yes,No,Yes
144302,Yes,Yes,No,Yes
144301,Yes,Yes,No,Yes
144104,Yes,Yes,No,Yes
144037,Yes,Yes,No,Yes
144030,Yes,Yes,No,Yes
144028,Yes,Yes,No,Yes
144803,Yes,Yes,No,Yes
144702,Yes,Yes,No,Yes
144632,Yes,Yes,No,Yes
144629,Yes,Yes,No,Yes
144502,Yes,Yes,No,Yes
144032,Yes,Yes,No,Yes
396450,Yes,Yes,No,Yes
396421,Yes,Yes,No,Yes
755014,Yes,Yes,No,Yes
303305,Yes,Yes,No,Yes
303122,Yes,Yes,No,Yes
303602,Yes,Yes,No,Yes
303124,Yes,Yes,No,Yes
302042,Yes,Yes,No,Yes
533435,Yes,Yes,No,Yes
754294,Yes,Yes,No,Yes
135001,Yes,Yes,No,Yes
132054,Yes,Yes,No,Yes
132041,Yes,Yes,No,Yes
453556,Yes,Yes,No,Yes
453552,Yes,Yes,No,Yes
453001,Yes,Yes,No,Yes
586209,Yes,Yes,No,Yes
586117,Yes,Yes,No,Yes
586112,Yes,Yes,No,Yes
686513,Yes,Yes,No,Yes
533220,Yes,Yes,No,Yes
585412,Yes,Yes,No,Yes
585227,Yes,Yes,No,Yes
581103,Yes,Yes,No,Yes
711304,Yes,Yes,No,Yes
711410,Yes,Yes,No,Yes
711405,Yes,Yes,No,Yes
711401,Yes,Yes,No,Yes
711314,Yes,Yes,No,Yes
711306,Yes,Yes,No,Yes
711226,Yes,Yes,No,Yes
711225,Yes,Yes,No,Yes
711205,Yes,Yes,No,Yes
711201,Yes,Yes,No,Yes
635124,Yes,Yes,No,Yes
146112,Yes,Yes,No,Yes
146001,Yes,Yes,No,Yes
144519,Yes,Yes,No,Yes
144306,Yes,Yes,No,Yes
144216,Yes,Yes,No,Yes
144212,Yes,Yes,No,Yes
144211,Yes,Yes,No,Yes
144210,Yes,Yes,No,Yes
144207,Yes,Yes,No,Yes
144205,Yes,Yes,No,Yes
144204,Yes,Yes,No,Yes
144202,Yes,Yes,No,Yes
146116,Yes,Yes,No,Yes
146111,Yes,Yes,No,Yes
144221,Yes,Yes,No,Yes
144208,Yes,Yes,No,Yes
144105,Yes,Yes,No,Yes
461331,Yes,Yes,No,Yes
712706,Yes,Yes,No,Yes
712701,Yes,Yes,No,Yes
712416,Yes,Yes,No,Yes
712409,Yes,Yes,No,Yes
712408,Yes,Yes,No,Yes
712407,Yes,Yes,No,Yes
712405,Yes,Yes,No,Yes
712404,Yes,Yes,No,Yes
712401,Yes,Yes,No,Yes
712311,Yes,Yes,No,Yes
712306,Yes,Yes,No,Yes
712305,Yes,Yes,No,Yes
712302,Yes,Yes,No,Yes
712250,Yes,Yes,No,Yes
712249,Yes,Yes,No,Yes
712246,Yes,Yes,No,Yes
712245,Yes,Yes,No,Yes
712204,Yes,Yes,No,Yes
712203,Yes,Yes,No,Yes
712201,Yes,Yes,No,Yes
712139,Yes,Yes,No,Yes
712123,Yes,Yes,No,Yes
712103,Yes,Yes,No,Yes
712102,Yes,Yes,No,Yes
712101,Yes,Yes,No,Yes
573211,Yes,Yes,No,Yes
577526,Yes,Yes,No,Yes
431702,Yes,Yes,No,Yes
515651,Yes,Yes,No,Yes
825402,Yes,Yes,No,Yes
825319,Yes,Yes,No,Yes
825313,Yes,Yes,No,Yes
581110,Yes,Yes,No,Yes
581213,Yes,Yes,No,Yes
581108,Yes,Yes,No,Yes
204216,Yes,Yes,No,Yes
281306,Yes,Yes,No,Yes
573218,Yes,Yes,No,Yes
573134,Yes,Yes,No,Yes
573127,Yes,Yes,No,Yes
573125,Yes,Yes,No,Yes
573124,Yes,Yes,No,Yes
573119,Yes,Yes,No,Yes
573116,Yes,Yes,No,Yes
573112,Yes,Yes,No,Yes
573103,Yes,Yes,No,Yes
573102,Yes,Yes,No,Yes
573135,Yes,Yes,No,Yes
577516,Yes,Yes,No,Yes
577601,Yes,Yes,No,Yes
249410,Yes,Yes,No,Yes
249405,Yes,Yes,No,Yes
241204,Yes,Yes,No,Yes
241124,Yes,Yes,No,Yes
581104,Yes,Yes,No,Yes
363330,Yes,Yes,No,Yes
389350,Yes,Yes,No,Yes
475115,Yes,Yes,No,Yes
475005,Yes,Yes,No,Yes
475002,Yes,Yes,No,Yes
475001,Yes,Yes,No,Yes
122098,Yes,Yes,No,Yes
522510,Yes,Yes,No,Yes
522015,Yes,Yes,No,Yes
601201,Yes,Yes,No,Yes
585324,Yes,Yes,No,Yes
585317,Yes,Yes,No,Yes
585311,Yes,Yes,No,Yes
585305,Yes,Yes,No,Yes
585225,Yes,Yes,No,Yes
585210,Yes,Yes,No,Yes
273407,Yes,Yes,No,Yes
273404,Yes,Yes,No,Yes
273401,Yes,Yes,No,Yes
273413,Yes,Yes,No,Yes
273412,Yes,Yes,No,Yes
273411,Yes,Yes,No,Yes
273409,Yes,Yes,No,Yes
273408,Yes,Yes,No,Yes
273406,Yes,Yes,No,Yes
273405,Yes,Yes,No,Yes
273402,Yes,Yes,No,Yes
273213,Yes,Yes,No,Yes
273211,Yes,Yes,No,Yes
273203,Yes,Yes,No,Yes
273202,Yes,Yes,No,Yes
273201,Yes,Yes,No,Yes
273161,Yes,Yes,No,Yes
273155,Yes,Yes,No,Yes
273017,Yes,Yes,No,Yes
273015,Yes,Yes,No,Yes
273013,Yes,Yes,No,Yes
273012,Yes,Yes,No,Yes
273009,Yes,Yes,No,Yes
273005,Yes,Yes,No,Yes
273003,Yes,Yes,No,Yes
273002,Yes,Yes,No,Yes
841428,Yes,Yes,No,Yes
841505,Yes,Yes,No,Yes
841501,Yes,Yes,No,Yes
841440,Yes,Yes,No,Yes
841427,Yes,Yes,No,Yes
841425,Yes,Yes,No,Yes
841423,Yes,Yes,No,Yes
841420,Yes,Yes,No,Yes
841407,Yes,Yes,No,Yes
841405,Yes,Yes,No,Yes
515401,Yes,Yes,No,Yes
441916,Yes,Yes,No,Yes
441901,Yes,Yes,No,Yes
441806,Yes,Yes,No,Yes
441701,Yes,Yes,No,Yes
441614,Yes,Yes,No,Yes
441601,Yes,Yes,No,Yes
533289,Yes,Yes,No,Yes
533286,Yes,Yes,No,Yes
233307,Yes,Yes,No,Yes
233304,Yes,Yes,No,Yes
233223,Yes,Yes,No,Yes
245201,Yes,Yes,No,Yes
203209,Yes,Yes,No,Yes
201314,Yes,Yes,No,Yes
203203,Yes,Yes,No,Yes
203135,Yes,Yes,No,Yes
201315,Yes,Yes,No,Yes
201302,Yes,Yes,No,Yes
515774,Yes,Yes,No,Yes
364505,Yes,Yes,No,Yes
389155,Yes,Yes,No,Yes
761146,Yes,Yes,No,Yes
761144,Yes,Yes,No,Yes
761121,Yes,Yes,No,Yes
761111,Yes,Yes,No,Yes
761110,Yes,Yes,No,Yes
761104,Yes,Yes,No,Yes
761102,Yes,Yes,No,Yes
761101,Yes,Yes,No,Yes
761100,Yes,Yes,No,Yes
761054,Yes,Yes,No,Yes
761045,Yes,Yes,No,Yes
761042,Yes,Yes,No,Yes
761020,Yes,Yes,No,Yes
761018,Yes,Yes,No,Yes
761014,Yes,Yes,No,Yes
761013,Yes,Yes,No,Yes
761012,Yes,Yes,No,Yes
761009,Yes,Yes,No,Yes
761008,Yes,Yes,No,Yes
761003,Yes,Yes,No,Yes
761002,Yes,Yes,No,Yes
760010,Yes,Yes,No,Yes
760009,Yes,Yes,No,Yes
760008,Yes,Yes,No,Yes
760007,Yes,Yes,No,Yes
760006,Yes,Yes,No,Yes
760004,Yes,Yes,No,Yes
760003,Yes,Yes,No,Yes
760001,Yes,Yes,No,Yes
431110,Yes,Yes,No,Yes
423702,Yes,Yes,No,Yes
382045,Yes,Yes,No,Yes
382725,Yes,Yes,No,Yes
396430,Yes,Yes,No,Yes
396380,Yes,Yes,No,Yes
396350,Yes,Yes,No,Yes
396325,Yes,Yes,No,Yes
396321,Yes,Yes,No,Yes
396110,Yes,Yes,No,Yes
533297,Yes,Yes,No,Yes
582111,Yes,Yes,No,Yes
582103,Yes,Yes,No,Yes
582116,Yes,Yes,No,Yes
582115,Yes,Yes,No,Yes
582113,Yes,Yes,No,Yes
152004,Yes,Yes,No,Yes
152023,Yes,Yes,No,Yes
152022,Yes,Yes,No,Yes
142047,Yes,Yes,No,Yes
142044,Yes,Yes,No,Yes
283206,Yes,Yes,No,Yes
283205,Yes,Yes,No,Yes
283204,Yes,Yes,No,Yes
283203,Yes,Yes,No,Yes
283152,Yes,Yes,No,Yes
283151,Yes,Yes,No,Yes
283145,Yes,Yes,No,Yes
283141,Yes,Yes,No,Yes
283135,Yes,Yes,No,Yes
283130,Yes,Yes,No,Yes
283103,Yes,Yes,No,Yes
152132,Yes,Yes,No,Yes
152122,Yes,Yes,No,Yes
389190,Yes,Yes,No,Yes
212664,Yes,Yes,No,Yes
212659,Yes,Yes,No,Yes
147301,Yes,Yes,No,Yes
141801,Yes,Yes,No,Yes
151204,Yes,Yes,No,Yes
151202,Yes,Yes,No,Yes
207001,Yes,Yes,No,Yes
207301,Yes,Yes,No,Yes
686672,Yes,Yes,No,Yes
686668,Yes,Yes,No,Yes
683549,Yes,Yes,No,Yes
683543,Yes,Yes,No,Yes
686666,Yes,Yes,No,Yes
686661,Yes,Yes,No,Yes
683562,Yes,Yes,No,Yes
683556,Yes,Yes,No,Yes
683548,Yes,Yes,No,Yes
683547,Yes,Yes,No,Yes
683515,Yes,Yes,No,Yes
683108,Yes,Yes,No,Yes
673645,Yes,Yes,No,Yes
673642,Yes,Yes,No,Yes
673641,Yes,Yes,No,Yes
673639,Yes,Yes,No,Yes
673637,Yes,Yes,No,Yes
832304,Yes,Yes,No,Yes
832113,Yes,Yes,No,Yes
832111,Yes,Yes,No,Yes
831021,Yes,Yes,No,Yes
831020,Yes,Yes,No,Yes
450116,Yes,Yes,No,Yes
450001,Yes,Yes,No,Yes
533461,Yes,Yes,No,Yes
533445,Yes,Yes,No,Yes
533342,Yes,Yes,No,Yes
533309,Yes,Yes,No,Yes
533285,Yes,Yes,No,Yes
533274,Yes,Yes,No,Yes
533261,Yes,Yes,No,Yes
533235,Yes,Yes,No,Yes
533212,Yes,Yes,No,Yes
389160,Yes,Yes,No,Yes
624301,Yes,Yes,No,Yes
624202,Yes,Yes,No,Yes
624614,Yes,Yes,No,Yes
424306,Yes,Yes,No,Yes
424304,Yes,Yes,No,Yes
328025,Yes,Yes,No,Yes
328024,Yes,Yes,No,Yes
759013,Yes,Yes,No,Yes
759122,Yes,Yes,No,Yes
759121,Yes,Yes,No,Yes
759027,Yes,Yes,No,Yes
759026,Yes,Yes,No,Yes
759025,Yes,Yes,No,Yes
759018,Yes,Yes,No,Yes
759016,Yes,Yes,No,Yes
759015,Yes,Yes,No,Yes
759014,Yes,Yes,No,Yes
759001,Yes,Yes,No,Yes
582201,Yes,Yes,No,Yes
581196,Yes,Yes,No,Yes
581195,Yes,Yes,No,Yes
515672,Yes,Yes,No,Yes
636807,Yes,Yes,No,Yes
396051,Yes,Yes,No,Yes
454774,Yes,Yes,No,Yes
454335,Yes,Yes,No,Yes
454010,Yes,Yes,No,Yes
454775,Yes,Yes,No,Yes
454665,Yes,Yes,No,Yes
454001,Yes,Yes,No,Yes
828305,Yes,Yes,No,Yes
826009,Yes,Yes,No,Yes
826007,Yes,Yes,No,Yes
826006,Yes,Yes,No,Yes
493663,Yes,Yes,No,Yes
274509,Yes,Yes,No,Yes
274404,Yes,Yes,No,Yes
274204,Yes,Yes,No,Yes
274202,Yes,Yes,No,Yes
274001,Yes,Yes,No,Yes
584111,Yes,Yes,No,Yes
248015,Yes,Yes,No,Yes
577534,Yes,Yes,No,Yes
577528,Yes,Yes,No,Yes
583131,Yes,Yes,No,Yes
577553,Yes,Yes,No,Yes
577525,Yes,Yes,No,Yes
577213,Yes,Yes,No,Yes
583125,Yes,Yes,No,Yes
577544,Yes,Yes,No,Yes
577530,Yes,Yes,No,Yes
577218,Yes,Yes,No,Yes
303313,Yes,Yes,No,Yes
303303,Yes,Yes,No,Yes
303004,Yes,Yes,No,Yes
322240,Yes,Yes,No,Yes
303507,Yes,Yes,No,Yes
303501,Yes,Yes,No,Yes
303326,Yes,Yes,No,Yes
303325,Yes,Yes,No,Yes
303304,Yes,Yes,No,Yes
475661,Yes,Yes,No,Yes
475671,Yes,Yes,No,Yes
600132,Yes,Yes,No,Yes
734434,Yes,Yes,No,Yes
734429,Yes,Yes,No,Yes
734427,Yes,Yes,No,Yes
734426,Yes,Yes,No,Yes
734424,Yes,Yes,No,Yes
734313,Yes,Yes,No,Yes
734223,Yes,Yes,No,Yes
734216,Yes,Yes,No,Yes
734203,Yes,Yes,No,Yes
734011,Yes,Yes,No,Yes
847307,Yes,Yes,No,Yes
848213,Yes,Yes,No,Yes
848209,Yes,Yes,No,Yes
847429,Yes,Yes,No,Yes
847427,Yes,Yes,No,Yes
847422,Yes,Yes,No,Yes
847407,Yes,Yes,No,Yes
847405,Yes,Yes,No,Yes
847337,Yes,Yes,No,Yes
847306,Yes,Yes,No,Yes
847303,Yes,Yes,No,Yes
847302,Yes,Yes,No,Yes
847233,Yes,Yes,No,Yes
847204,Yes,Yes,No,Yes
847203,Yes,Yes,No,Yes
847201,Yes,Yes,No,Yes
847121,Yes,Yes,No,Yes
847115,Yes,Yes,No,Yes
847107,Yes,Yes,No,Yes
847106,Yes,Yes,No,Yes
847105,Yes,Yes,No,Yes
847104,Yes,Yes,No,Yes
847103,Yes,Yes,No,Yes
847101,Yes,Yes,No,Yes
846009,Yes,Yes,No,Yes
846008,Yes,Yes,No,Yes
846006,Yes,Yes,No,Yes
846005,Yes,Yes,No,Yes
846004,Yes,Yes,No,Yes
846003,Yes,Yes,No,Yes
846002,Yes,Yes,No,Yes
846001,Yes,Yes,No,Yes
574325,Yes,Yes,No,Yes
574259,Yes,Yes,No,Yes
574239,Yes,Yes,No,Yes
574230,Yes,Yes,No,Yes
574228,Yes,Yes,No,Yes
574214,Yes,Yes,No,Yes
574509,Yes,Yes,No,Yes
574328,Yes,Yes,No,Yes
574327,Yes,Yes,No,Yes
574326,Yes,Yes,No,Yes
574324,Yes,Yes,No,Yes
574323,Yes,Yes,No,Yes
574314,Yes,Yes,No,Yes
574313,Yes,Yes,No,Yes
574285,Yes,Yes,No,Yes
574279,Yes,Yes,No,Yes
574274,Yes,Yes,No,Yes
574267,Yes,Yes,No,Yes
574253,Yes,Yes,No,Yes
574248,Yes,Yes,No,Yes
574242,Yes,Yes,No,Yes
574240,Yes,Yes,No,Yes
574237,Yes,Yes,No,Yes
574229,Yes,Yes,No,Yes
574226,Yes,Yes,No,Yes
574225,Yes,Yes,No,Yes
574223,Yes,Yes,No,Yes
574222,Yes,Yes,No,Yes
574220,Yes,Yes,No,Yes
574218,Yes,Yes,No,Yes
574217,Yes,Yes,No,Yes
574213,Yes,Yes,No,Yes
574210,Yes,Yes,No,Yes
574202,Yes,Yes,No,Yes
574198,Yes,Yes,No,Yes
574148,Yes,Yes,No,Yes
574145,Yes,Yes,No,Yes
574144,Yes,Yes,No,Yes
574141,Yes,Yes,No,Yes
389180,Yes,Yes,No,Yes
389170,Yes,Yes,No,Yes
389380,Yes,Yes,No,Yes
401103,Yes,Yes,No,Yes
396240,Yes,Yes,No,Yes
754200,Yes,Yes,No,Yes
754134,Yes,Yes,No,Yes
607106,Yes,Yes,No,Yes
605106,Yes,Yes,No,Yes
608701,Yes,Yes,No,Yes
607101,Yes,Yes,No,Yes
736170,Yes,Yes,No,Yes
736169,Yes,Yes,No,Yes
736159,Yes,Yes,No,Yes
736157,Yes,Yes,No,Yes
736156,Yes,Yes,No,Yes
736135,Yes,Yes,No,Yes
736134,Yes,Yes,No,Yes
736133,Yes,Yes,No,Yes
641112,Yes,Yes,No,Yes
531077,Yes,Yes,No,Yes
531075,Yes,Yes,No,Yes
531040,Yes,Yes,No,Yes
531034,Yes,Yes,No,Yes
531030,Yes,Yes,No,Yes
531029,Yes,Yes,No,Yes
531028,Yes,Yes,No,Yes
531026,Yes,Yes,No,Yes
531025,Yes,Yes,No,Yes
531023,Yes,Yes,No,Yes
678557,Yes,Yes,No,Yes
678556,Yes,Yes,No,Yes
678555,Yes,Yes,No,Yes
678534,Yes,Yes,No,Yes
678533,Yes,Yes,No,Yes
678532,Yes,Yes,No,Yes
678512,Yes,Yes,No,Yes
678510,Yes,Yes,No,Yes
678505,Yes,Yes,No,Yes
678504,Yes,Yes,No,Yes
678502,Yes,Yes,No,Yes
678501,Yes,Yes,No,Yes
678103,Yes,Yes,No,Yes
678102,Yes,Yes,No,Yes
678101,Yes,Yes,No,Yes
312613,Yes,Yes,No,Yes
312612,Yes,Yes,No,Yes
312201,Yes,Yes,No,Yes
312025,Yes,Yes,No,Yes
517213,Yes,Yes,No,Yes
585211,Yes,Yes,No,Yes
577599,Yes,Yes,No,Yes
577558,Yes,Yes,No,Yes
577536,Yes,Yes,No,Yes
577520,Yes,Yes,No,Yes
577519,Yes,Yes,No,Yes
585228,Yes,Yes,No,Yes
396560,Yes,Yes,No,Yes
396540,Yes,Yes,No,Yes
396521,Yes,Yes,No,Yes
396409,Yes,Yes,No,Yes
396040,Yes,Yes,No,Yes
608401,Yes,Yes,No,Yes
608002,Yes,Yes,No,Yes
562101,Yes,Yes,No,Yes
480557,Yes,Yes,No,Yes
480110,Yes,Yes,No,Yes
480107,Yes,Yes,No,Yes
471001,Yes,Yes,No,Yes
471311,Yes,Yes,No,Yes
471201,Yes,Yes,No,Yes
604407,Yes,Yes,No,Yes
688534,Yes,Yes,No,Yes
688555,Yes,Yes,No,Yes
688541,Yes,Yes,No,Yes
688537,Yes,Yes,No,Yes
688536,Yes,Yes,No,Yes
688535,Yes,Yes,No,Yes
688533,Yes,Yes,No,Yes
688532,Yes,Yes,No,Yes
688530,Yes,Yes,No,Yes
688529,Yes,Yes,No,Yes
688528,Yes,Yes,No,Yes
688526,Yes,Yes,No,Yes
602024,Yes,Yes,No,Yes
689622,Yes,Yes,No,Yes
689511,Yes,Yes,No,Yes
689510,Yes,Yes,No,Yes
689509,Yes,Yes,No,Yes
689506,Yes,Yes,No,Yes
689505,Yes,Yes,No,Yes
689126,Yes,Yes,No,Yes
689124,Yes,Yes,No,Yes
689121,Yes,Yes,No,Yes
689109,Yes,Yes,No,Yes
606709,Yes,Yes,No,Yes
603204,Yes,Yes,No,Yes
680616,Yes,Yes,No,Yes
680615,Yes,Yes,No,Yes
680614,Yes,Yes,No,Yes
680569,Yes,Yes,No,Yes
680568,Yes,Yes,No,Yes
680524,Yes,Yes,No,Yes
680520,Yes,Yes,No,Yes
680518,Yes,Yes,No,Yes
680515,Yes,Yes,No,Yes
680513,Yes,Yes,No,Yes
680511,Yes,Yes,No,Yes
680510,Yes,Yes,No,Yes
680509,Yes,Yes,No,Yes
680508,Yes,Yes,No,Yes
680506,Yes,Yes,No,Yes
679564,Yes,Yes,No,Yes
679562,Yes,Yes,No,Yes
679561,Yes,Yes,No,Yes
573111,Yes,Yes,No,Yes
686555,Yes,Yes,No,Yes
686542,Yes,Yes,No,Yes
686539,Yes,Yes,No,Yes
686538,Yes,Yes,No,Yes
686536,Yes,Yes,No,Yes
686535,Yes,Yes,No,Yes
686517,Yes,Yes,No,Yes
686505,Yes,Yes,No,Yes
686504,Yes,Yes,No,Yes
686106,Yes,Yes,No,Yes
686105,Yes,Yes,No,Yes
686543,Yes,Yes,No,Yes
686537,Yes,Yes,No,Yes
686531,Yes,Yes,No,Yes
442907,Yes,Yes,No,Yes
442916,Yes,Yes,No,Yes
442902,Yes,Yes,No,Yes
442901,Yes,Yes,No,Yes
442505,Yes,Yes,No,Yes
441206,Yes,Yes,No,Yes
441205,Yes,Yes,No,Yes
232120,Yes,Yes,No,Yes
232118,Yes,Yes,No,Yes
232110,Yes,Yes,No,Yes
232108,Yes,Yes,No,Yes
232107,Yes,Yes,No,Yes
232106,Yes,Yes,No,Yes
232102,Yes,Yes,No,Yes
232101,Yes,Yes,No,Yes
221115,Yes,Yes,No,Yes
221009,Yes,Yes,No,Yes
384230,Yes,Yes,No,Yes
384225,Yes,Yes,No,Yes
384220,Yes,Yes,No,Yes
571316,Yes,Yes,No,Yes
802113,Yes,Yes,No,Yes
802112,Yes,Yes,No,Yes
323803,Yes,Yes,No,Yes
323802,Yes,Yes,No,Yes
323614,Yes,Yes,No,Yes
323613,Yes,Yes,No,Yes
323601,Yes,Yes,No,Yes
323024,Yes,Yes,No,Yes
323001,Yes,Yes,No,Yes
443106,Yes,Yes,No,Yes
443104,Yes,Yes,No,Yes
443001,Yes,Yes,No,Yes
203409,Yes,Yes,No,Yes
203401,Yes,Yes,No,Yes
203205,Yes,Yes,No,Yes
203129,Yes,Yes,No,Yes
203412,Yes,Yes,No,Yes
203411,Yes,Yes,No,Yes
203405,Yes,Yes,No,Yes
203403,Yes,Yes,No,Yes
203397,Yes,Yes,No,Yes
203394,Yes,Yes,No,Yes
203390,Yes,Yes,No,Yes
203206,Yes,Yes,No,Yes
203155,Yes,Yes,No,Yes
203150,Yes,Yes,No,Yes
203141,Yes,Yes,No,Yes
203002,Yes,Yes,No,Yes
515701,Yes,Yes,No,Yes
